X1,X2,X3,X4,Y_pred
9.670058110015457,7.202499614152453,-4.284969465997194,4.811588518333882,0.34882053396949375
5.101896838373683,4.278684454708514,2.7545788919893046,-0.3495500483690204,0.1109980987913099
5.825260949725244,-3.3192745408119184,-4.462130598405518,-1.5336975005476938,0.8082352100092214
9.478352512835654,-0.21516112829642428,0.1305629142055339,9.427497694368633,0.9476880259644718
7.292951362699171,-4.125824150747254,2.7804964985626675,-5.331821846676181,0.07231647525796112
7.881043188890381,-2.6280615612375193,-5.544336903309515,-4.853062684419155,0.9551152072917082
8.331540872507025,6.927516691922654,3.1066295304756015,3.3911432366667618,0.5225765993367406
8.400675934335325,-1.155744038639007,-0.7717791141926471,8.279506583991532,0.2995656779538953
9.65900783847655,0.9277056126785492,-6.658770396438444,-6.934743235971709,0.0768620752762936
9.997289585197642,0.6613077838487934,-1.2355805797542978,-9.885908508502151,0.5006242680704078
8.637406856826123,2.8206140706678,5.171426347403548,6.2668993974405485,0.7945155444907572
6.474830679023405,4.374232041314621,-3.2877466954961307,3.388255709163649,0.7070864772666928
9.398896211817187,-2.8533056769468046,-4.264244295438609,7.874744100668053,0.050226011463869555
5.246611083865833,3.7534650002682186,-3.4433082850681695,-1.2556837712920426,0.07290183536789066
6.168574271232706,-2.865288600654961,0.2657514144227499,5.441369228286568,0.4028732826326345
9.491523086246877,-8.239180033384287,-2.228039425930988,4.141686457816574,0.2952904940479073
6.2852550065481205,4.468053900737975,-2.491609995837644,-3.6440090549390924,0.23238432305604773
6.109720841601469,4.847837229707784,-3.5263713745351186,-1.14582038601645,0.2810044989087045
5.747070044023758,-5.0520804445350525,1.7063095806857436,1.9870129262151,0.8034827432968886
9.341888350926789,-1.375909320625135,8.899599542516013,2.304650669795934,0.9292280536318549
7.511223450097749,-5.761703052711242,4.576279242715607,-1.454240609133528,0.40510269452755804
8.423343646623394,-0.11748726933034578,0.10000662414005639,8.373044634874374,0.9061110021325022
6.203668035085379,-0.3472575959014136,1.4722076180483914,6.007841084372012,0.3214957012478846
8.803104296195105,-0.3731320638522378,3.1817575677315646,-8.185648678683972,0.4764369863437866
8.802930027285633,1.3696937595681078,-1.6333412500896036,8.537951939615803,0.22602899781598507
6.594167797033262,4.730473911865998,2.220981281895515,-3.9702264531704268,0.6404760421758464
7.121028107007408,-0.7702423415723212,-1.5750442830801228,-6.832027482271014,0.9789811151748032
