X1,X2,X3,X4,Y_class
6.8178384273494474,-0.7130289983632834,1.2212950861939886,-6.594160202889695,0
5.644282008187393,-0.3479028968649682,-0.04802250606749737,5.543877415781473,0
9.096310481064695,-3.606359085213698,-2.152856296490865,8.006387967309832,0
9.78964841871936,3.4038937022097104,0.18187021505845508,-9.122370692482635,0
5.454041215258666,0.3673307247475943,-5.303413627829949,0.6967335276446935,0
9.826590804779743,-2.205144027563273,-9.317624603198027,-1.970050358788487,0
7.678280245028581,-4.428581473739101,4.942134363422491,-3.730812456493836,0
6.574326869185377,5.195246842020737,1.794643718353825,-3.465607877059885,0
5.476385507723332,0.035505113852315494,-1.1452528084330378,-5.260982191650976,0
7.569466946096464,0.0690733680085283,-0.01998525851096035,-7.502776773123477,0
9.028131090401445,0.42735427300921025,6.897433458409694,-5.722755542361078,0
8.59381207740026,-2.9855480493221127,5.996241784736687,5.290103337916691,0
5.345499684677586,0.7824597476939663,1.7717818241618164,-4.880872134126921,0
5.45691842603455,-0.7315528935499329,-0.38402506666322384,5.300501280115723,0
7.085290126601152,2.621190947518714,3.848709563180553,5.245772478199973,0
6.553200485203709,-1.269722542450026,1.6118027029599609,-6.142827794363059,0
6.242537784655999,-1.4513856949202073,-4.197199176444106,4.271566063014329,0
6.482616227697665,-3.8042908128196293,-1.5094331525239328,4.92679369622546,0
9.072692551510904,-2.8668217827100184,2.4809969719822376,8.181670796691575,0
9.697835947932086,-3.6235486402490764,1.9846687892097004,-8.716593779790921,0
7.096325778472665,-6.497281809030291,-2.672670386492446,-0.001285856165217499,0
9.582874245823318,8.122286693503993,0.2994350828688095,-4.9769746142550435,0
6.68272191628649,3.9714168204457025,2.13512999190999,4.829890326533634,0
7.449607665246436,3.7352963390561604,-3.4525212925064452,-5.350169375853602,0
6.211173607873365,3.7038551594579125,1.9723970387087755,-4.468756478774882,0
8.263113282765948,-1.8287651865281769,-6.571724655310185,4.554897811274565,0
9.945308258443438,8.332946434970745,-4.57847432784946,2.7402067251568876,0
8.079588648345254,-0.6360178380805841,4.866408324653245,6.3398189291066025,0
6.862323015963901,-0.34303090558489674,0.3630378702290842,-6.7706728231410676,0
8.299551697698417,-6.709705188881849,-3.101982756069081,-3.638697245184154,0
5.702961621221833,0.8441027473521671,-0.7757782945984636,-5.496310566431958,0
9.496095410047412,7.191199407190527,-2.74806393853791,5.469060587747557,0
7.581657739393018,-0.3116578241573408,-4.74580250354598,-5.819086017174541,0
7.315419801266324,4.1601018155136105,2.5177717665870625,-5.373057331231153,0
7.992132267512726,-3.1786111377713073,-5.709780787883818,-4.490992403753001,0
8.18523457327408,-0.7399013135911301,0.4675773966988711,-8.076631874968905,0
5.451383720699939,-4.976493791800935,0.9266192498195983,1.7588265338977642,0
8.472308884179041,3.1997554398446324,1.0207673726139177,7.7135994791751195,0
6.2896627464661305,1.9282160278832805,4.966704332702325,-3.1896219972927566,0
8.627910561770255,1.6218219444154258,-6.233004663870689,-5.653334158059784,0
9.167378410348629,-8.49231450795487,2.527605626583503,-2.1289976545240306,0
9.075056882702054,-1.740344206982325,5.171803832593326,7.181942953175969,0
7.826651988242533,-5.7904238915098905,5.168719871055603,-0.10866184356617957,0
7.666349361802005,3.852115349959812,-5.00499599445557,4.228963816739237,0
5.801218542270848,-0.03501049949965682,-5.566550919963263,1.2908995683507052,0
8.932880209864052,-1.1136713869151025,7.890662413994447,-3.910694510457542,0
6.435219135134207,3.374292446686169,3.0704412050452645,-4.42702909497942,0
7.549995345502194,-0.06262397493933203,4.987630619913335,5.57871389785948,0
6.498769009906406,5.394018446301866,-2.9320877618389476,1.8818674241160993,0
5.756663001997259,-3.6972264579479983,-2.080898671392353,3.7602587885158827,0
8.208925458759966,-4.655818960016196,-0.9941164751686268,6.612226511004408,0
5.365668736638996,-2.726888718324075,-1.8883066811540492,-4.0974109858703445,0
8.800227489719049,-1.6380404535734185,1.833968910197769,-8.390314974998962,0
6.663398087774848,2.1238447224572687,-5.66283973764403,2.6119731577509753,0
5.099679902089876,-3.4841460472889736,-0.5134407543504238,-3.550188729731434,0
7.621534090082932,1.7846212400335812,1.6085303485635274,-7.1634865138190476,0
5.328927937183719,1.6758325235927414,1.763704044455952,-4.6344801602915116,0
6.458731958188059,-3.3739639648004673,-0.7956622288330157,5.357098775415303,0
8.59326586451079,1.0767122053132254,-0.45337612073014666,-8.454546654803414,0
5.406730139147931,-1.7635788011672113,4.592659266364511,2.007486356795587,0
9.25090007710392,5.492661210258146,-5.8829858687169,4.449753064425495,0
5.117749596078055,0.08651379376827419,-0.9742821529878694,4.922870156525992,0
6.313813746088022,0.08560337169736795,6.2276508442832705,0.2707047187286732,0
8.761773411711145,2.847285837280371,0.6616763593853414,8.199013420797746,0
6.656889489597246,3.715771758056323,2.7661231474663843,4.675016647220839,0
5.599479517950356,-0.622821017147583,-4.581079243867328,2.9966611109621253,0
6.874293261592731,1.1953017717579668,3.6529506400210607,-5.610981477636619,0
